ts_code,com_name,com_id,chairman,manager,secretary,reg_capital,setup_date,province,city,introduction,website,email,office,business_scope,employees,main_business,exchange
920075.BJ,深圳市柏星龙创意包装股份有限公司,440301103171845,赵国义,赵国祥,黄海英,6481.5,20080201,广东,深圳市,公司创建于2008年(系承续原深圳市柏星龙包装设计有限公司基础上设立的新公司)，是一家专业从事酒类产品包装设计、研发、规划、生产于一体的文化创意型服务机构。经过多年努力，柏星龙已成为中国酒类包装行业内规模最大、服务体系最完整、获得联合国包装组织(WPO)“世界之星”包装设计奖项最多的酒类包装创意公司。并被评为深圳市“甲级设计单位”、“深圳包装协会常务理事单位”、“第九届深圳市知名品牌”、“深圳市罗湖区重点文化企业”、“国家高新技术企业”、“2011年度中国包装百强企业”、“2011年度中国纸包50强企业”等。,www.szbxl.com,huanghaiying@szbxl.com,广东省深圳市罗湖区清水河街道清水河一路深业进元大厦裙楼6层01和1座11整层,产品外型包装设计；工艺礼品设计；美术设计；企业营销策划、企业形象策划；国内商业、物资供销业(不含专营、专控、专卖商品)；货物及技术进出口(法律、行政法规禁止的项目除外，法律、行政法规限制的项目须取得许可后方可经营)；专业设计服务；工业设计服务；平面设计；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息咨询服务(不含许可类信息咨询服务)；包装材料及制品销售；广告设计、代理；食品销售(仅销售预包装食品)；食品互联网销售(仅销售预包装食品)；非金属矿及制品销售；金属制品销售；塑料制品销售；食品用塑料包装容器工具制品销售；化妆品零售；日用玻璃制品销售；工艺美术品及礼仪用品销售(象牙及其制品除外)；销售代理。,880,"公司主要为酒类,化妆品,茶叶,食品为代表的中高端消费品客户提供“品牌策略规划,创意设计,技术研发,产品交付”四位一体的专业创意包装设计及包装印刷纸品服务.",BSE
833936.BJ,广东百味佳味业科技股份有限公司,441900000497625,钟沛江,钟沛江,钟美玲,8124.0,20000614,广东,东莞市,公司(原名：东莞市百味佳食品有限公司)，成立于2000年6月，是一家专业从事新型复合调味品生产的科技型民营企业。公司生产和销售鸡粉、鸡精、鸡汁、炸粉、沙拉酱、鲜味汁、浓缩果汁、辣椒酱及其他各种口味调味酱、调味汁等十余种高质量调味品，其中以鸡粉、鸡精、鸡汁为核心产品，目前公司每年增加5个以上的新规格/产品上市销售。公司拥有覆盖国内外市场的销售渠道网络：在全国分华东、华南、华西、华北、华中、西南6个大区，共有多个客户联络处，几百名优秀营销人员分布全国各地，为广大客户精诚服务。“百味佳”商标自2003年至今被评为“广东省著名商标”，“百味佳”鸡精系列产品是“广东省名牌产品”；“百味佳”是“广东省调味品行业领军品牌”、“中国调味品产业餐饮渠道最具影响力品牌”。,www.baiweijia.com,bewaga@baiweijia.com,广东省东莞市寮步镇向西东区路96号,食品生产与研发；销售：预包装食品、散装食品、原辅料；货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动),491,"主要从事鸡粉,鸡精,炸粉,调味酱汁,香精和味精等新型复合调味品的研发,生产和销售.",BSE
920879.BJ,基康技术股份有限公司,110000410127860,袁双红,赵初林,吴玉琼,16696.6331,19980325,北京,北京市,公司是国内最具实力、规模最大的野外安全监测仪器供应商和系统解决方案服务商之一。主要从事设计、开发、生产精密传感器、数据采集器、智能传感终端等产品，并基于精密传感器的行业应用向下游客户提供软件与物联网服务。公司产品与服务分为精密传感器、数据采集仪器、智能传感终端以及基于精密传感器的行业应用提供软件与物联网服务四大系列，在水利、水电、水文水资源、地质灾害、路桥隧道、轨道交通、建筑、石油化工、港口码头、核电、矿山等应用领域的500余个大中型工程中得到广泛应用。,www.geokang.com,wu@geokang.com;ir@geokang.com,北京市海淀区彩和坊路8号天创科技大厦1111室,一般项目：物联网技术服务；仪器仪表制造；仪器仪表销售;智能仪器仪表销售;环境监测专用仪器仪表制造;工业自动控制系统装置制造;工业自动控制系统装置销售;电力电子元器件制造;电子专用材料制造;电子元器件与机电组件设备制造;人工智能行业应用系统集成服务;信息系统集成服务;计算机系统服务;物联网技术研发;物联网设备制造;物联网设备销售;供应用仪器仪表制造;供应用仪器仪表销售;通信设备制造;实验分析仪器制造;实验分析仪器销售;智能机器人的研发;智能机器人销售;工业机器人制造;工业机器人销售;工业机器人安装、维修;特殊作业机器人制造;基础地质勘查;地质勘查专用设备制造;卫星导航服务;地质灾害治理服务;导航终端制造;卫星导航多模增强应用服务系统集成;卫星技术综合应用系统集成;导航、测绘、气象及海洋专用仪器制造;导航、测绘、气象及海洋专用仪器销售;水利相关咨询服务;水文服务;智能水务系统开发;生态恢复及生态保护服务;水污染治理;水土流失防治服务;防洪除涝设施管理;软件销售;软件外包服务;电子产品销售;电线、电缆经营;信息系统运行维护服务;工程和技术研究和试验发展;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;软件开发;仪器仪表修理;计算机软硬件及辅助设备零售;工程管理服务;普通机械设备安装服务;机械设备租赁;货物进出口;技术进出口;进出口代理。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)许可项目：建设工程施工。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证为准)(不得从事国家和本市产业政策禁止和限制类项目的经营活动。),350,"设计,生产,销售监测仪器,智能终端,自动化监测监控系统和监测预警物联网数据平台;相关系统项目集成以及监测预警物联网数据平台维护和服务;产品技术咨询和服务(中介除外),货物进出口(国营贸易管理货物除外);施工总承包;专业承包;劳务分包;技术检测.",BSE
832586.BJ,浙江圣兆药物科技股份有限公司,330104000152013,陈赟华,蒋朝军,谢宇琦,12554.0506,20110823,浙江,杭州市,"公司(Zhejiang Sundoc Pharmaceutical Science and Tech Co.,Ltd.)成立于2011年，公司坐落于杭州市高新区(滨江)万轮科技园，是一家专注于生物制药(先进剂型)和医疗器械(高质耗材)领域，集销售、研发、生产为一体的集团化高新技术企业。主营业务为具有自主知识产权先进剂型产品的研发及产业化，以及先进剂型产品的技术转让和服务；重要子公司鼎兆医药的主要业务包括药品的代理和渠道销售。其他业务为具有自主知识产权医疗器械产品的研发、生产和销售。",www.sundoc.com,xie_yuqi@sundoc.com,浙江省杭州市滨江区西兴街道江陵路88号9幢南座11楼,许可项目：药品生产；药品批发(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。一般项目：技术进出口；货物进出口；工程和技术研究和试验发展；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；化工产品销售(不含许可类化工产品)；药物检测仪器销售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),134,长效缓释制剂和靶向制剂两大创新制剂的开发及产业化,BSE
874007.BJ,浙江公元新能源科技股份有限公司,331003000006285,陈云清,陈云清,蒋威,13915.0,20060115,浙江,台州市,公司是我国晶体硅太阳能光伏领域的专业制造商。主要从事晶体硅太阳能电池片、太阳能组件、太阳能灯具及光伏建筑一体化产品的研发、生产及销售。公司在光伏建筑一体化应用领域的独创产品——“嵌入式”光电建筑构件，在第五届国际太阳能产业及光伏工程(上海)展览会暨论坛大会上获得“太瓦级钻石奖”最高荣誉。公司承担的“高效光伏组件和嵌入式光电屋面构件产业化项目”已被国家科技部列入2011年度国家火炬计划项目，太阳能组件及灯具等产品通过了德国TUV、美国UL、欧盟CE、英国MCS、加拿大CSA等海外市场准入认证及欧盟ROHS绿色认证。,www.erasolar.com.cn,solar@era.com.cn,浙江省台州市黄岩区黄椒路909号,太阳能光伏系统研发、设计、安装，太阳能电池、太阳能电池组件、太阳能电池硅片、太阳能电池硅棒、太阳能电池硅锭、太阳能灯具、太阳能光电设备、太阳能光电系统集成、太阳能光电建筑一体化产品、移动电源、逆变器、泵、太阳能水泵控制器、电光源、塑料制品、铝制品制造、加工、销售，技术进出口与货物进出口。(依法须经批准的项目，经相关部门批准后方可开展经营活动),667,太阳能电池组件、太阳能灯具,BSE
874718.BJ,山东百诺医药股份有限公司,370127200011392,孟凡清,孟凡清,,7948.6474,20000802,山东,济南市,公司是一家贯穿药物研发及生产全生命周期的创新型一站式药物研发成果转化运营商，主要业务分为三大部分，分别为医药研发CRO业务、医药生产CMO业务和原料药生产及销售业务，其中CRO业务以研发成果转化模式为主。公司成立于2000年8月，自成立之初即确立“自主立项、自主研发、自主申报、成果转让”的自主研发与成果转让服务模式，并一直坚持至今。研发成果转化服务通过自主立项、流程控制、风险管理、收益多元等举措，推动药物CRO企业从传统“被动型”项目服务商向“主动型”、“技术平台驱动型”成果运营商升级。这一模式在提升盈利能力的同时，也加速了医药研发创新效率和成功率，在CRO行业中具有显著的优势。公司先后荣获“2021年度(行业)领军企业”“2022年度科技金桥奖优秀组织”“2023年度(行业)十大创新企业”“2023年中国医药服务最具竞争力企业”“2024中国医药CRO企业20强”等诸多荣誉。,www.bestcomm.cn,bndsh@bestcomm.cn,山东省济南市历下区中国(山东)自由贸易试验区济南片区崇华路以东世纪财富中心C座201,药物研究与开发、技术转让及相关的技术咨询；药品生产、销售；货物及技术进出口(国家禁止或涉及行政审批的货物和技术进出口除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。,818,医药研发CRO业务、医药生产CMO业务和原料药生产及销售业务,BSE
874405.BJ,长沙族兴新材料股份有限公司,430124000000154,梁晓斌,梁晓斌,,9700.0,20070706,湖南,长沙市,公司属于国家高新技术企业，专业从事金属铝颜料研发和生产经营，是国内铝颜料行业中的龙头企业，是长沙市重点招商引资项目和湖南省重点工程建设项目。公司拥有国际先进的各类铝颜料生产工艺和技术，技术研发实力雄厚，技术水平属于国内一流，国际先进，其中塑胶、包覆银、电镀银以及铝银粉等诸多技术和产品属于国内独有、国内领先，甚至国际领先水平。公司是世界上少数几个掌握电镀银技术的公司之一，树脂包覆银技术则排名世界前列，国内第一。公司产品市场占有率在细分市场高居第一，产品除了替代进口外，还出口到美国、欧洲、印度、东南亚等多个海外国家或地区。公司拥有大量的储备技术，可以确保公司在今后的发展中具有可靠的技术支撑和后劲。,www.cszuxing.com,cszuxing@163.com,湖南省长沙市宁乡市金洲新区金水东路068号,铝颜料(铝银浆、铝银粉)、金属颜料、精细化工产品、化工原料及助剂的生产销售；以上项目相关技术研发和转让；铝制品加工、销售。(以上涉及专项审批项目凭许可证或批准文件经营),603,"微细球形铝粉及其深加工产品铝颜料的研发,生产和销售",BSE
430428.BJ,陕西瑞科新材料股份有限公司,,蔡林,蔡林,朱振华,11700.0,20030826,陕西,宝鸡市,公司主营业务为贵金属催化剂的研发、生产、销售、加工及失活贵金属催化剂回收再加工，可为客户提供贵金属催化剂的咨询、选型、开发、回收等系列服务。公司产品广泛应用于精细化工(医药、液晶材料、农药、食品和饲料添加剂、特种化学品等)、基础化工、环保等领域，其中以医药及医药中间体应用领域贵金属催化剂为主，服务的主要客户包括药明康德、齐鲁制药、九洲药业、正大天晴、万润股份、凯莱英、中石化等，服务上市公司近200家。公司2021年获选工信部认定的第二批重点支持的国家级专精特新“小巨人”企业称号，公司获有国家知识产权优势企业、省工业精品、省级企业技术中心、省制造业单项冠军示范企业、省重点建设项目、省中小企业创新研发中心等多项荣誉，并参与《钯炭》(GB/T23518-2020)、《钌炭》(GB/T23517-2022)、《双(二叔丁基苯基膦)二氯化钯》(YS/T1390-2020)等30项国家及行业标准制修定。,www.bjrock.com,zzh@bjrock.com,陕西省宝鸡市陈仓区磻溪镇产丰路西段10号,一般项目：金银制品销售；生产性废旧金属回收；金属废料和碎屑加工处理；金属材料制造；电子专用材料销售；基础化学原料制造(不含危险化学品等许可类化学品的制造)；专用化学产品制造(不含危险化学品)；再生资源加工；有色金属压延加工；化工产品生产(不含许可类化工产品)；专用化学产品销售(不含危险化学品)；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；非居住房地产租赁；住房租赁；货物进出口；互联网销售(除销售需要许可的商品)(除依法须经批准的项日外，凭营业执照依法自主开展经营活动)。许可项目：危险废物经营；道路货物运输(不含危险货物)；第二、三类监控学品和第四类监控化学品中含磷、碗、氟的特定有机化学品生产(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。,229,贵金属催化剂产品的研发、生产、循环加工、销售和服务,BSE
839574.BJ,黑龙江省中瑞医药股份有限公司,230199100034323,黄瑞杰,黄瑞杰,王镖捷,4310.0,20030424,黑龙江,哈尔滨市,公司是一家专注于血液制品、重症急救药品的流通型医药商业企业，秉承“专业、专注、急救、急需”的宗旨，致力于临床重症急救用药及公共卫生体系建设，主要针对客户为三级甲等医院以及其他医药流通企业和零售药店，形成了以黑龙江市场为核心，覆盖东北三省市场的直销网络。2010年4月19日，经黑龙江省政府批准，国家卫生部备案，由公司建设了“黑龙江省血液制品应急储备中心”。中心依托公司优势，由政府指导，企业运营，创建了全国重症急救用药政企合作的全新模式。中心主要职能是保障医疗机构临床重症患者救治需求，做好突发公共卫生事件血液制品应急储备工作，为医疗机构提供血液制品的日常供应与专业化的学术支持服务。中心成立至今，已协助医疗机构抢救危重患者数百人次，挽救了众多患者宝贵生命。,www.zryy2008.com,zryydm@163.com,黑龙江省哈尔滨市香坊区哈尔滨经开区哈平路集中区松花路9号中国云谷A8栋2层,许可项目：药品生产；药品委托生产；药品批发；药品进出口；第三类医疗器械生产；第三类医疗器械租赁；第三类医疗器械经营；第二类医疗器械生产；药物临床试验服务；医护人员防护用品生产(Ⅱ类医疗器械)；依托实体医院的互联网医院服务；保健食品生产；药品互联网信息服务；医疗服务；特殊医学用途配方食品生产；粮食加工食品生产；食品互联网销售；食品生产；食品销售；饮料生产；第二类增值电信业务；城市配送运输服务(不含危险货物)；道路货物运输(不含危险货物)；食品添加剂生产。一般项目：医学研究和试验发展；人体基因诊断与治疗技术开发；细胞技术研发和应用；供应链管理服务；医院管理；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；低温仓储(不含危险化学品等需许可审批的项目)；第一类医疗器械生产；第一类医疗器械销售；第一类医疗器械租赁；第二类医疗器械销售；第二类医疗器械租赁；特殊医学用途配方食品销售；医护人员防护用品生产(Ⅰ类医疗器械)；医护人员防护用品批发；食品销售(仅销售预包装食品)；保健食品(预包装)销售；婴幼儿配方乳粉及其他婴幼儿配方食品销售；基础化学原料制造(不含危险化学品等许可类化学品的制造)；健康咨询服务(不含诊疗服务)；招投标代理服务；医护人员防护用品零售；食品互联网销售(仅销售预包装食品)；互联网数据服务；仓储设备租赁服务；运输货物打包服务；道路货物运输站经营；市场营销策划；咨询策划服务；普通货物仓储服务(不含危险化学品等需许可审批的项目)；消毒剂销售(不含危险化学品)；货物进出口；食品添加剂销售；化工产品销售(不含许可类化工产品)；技术进出口；总质量4.5吨及以下普通货运车辆道路货物运输(除网络货运和危险货物)；中草药收购；地产中草药(不含中药饮片)购销。,41,"黑龙江省中瑞医药股份有限公司专注于危重症急救药物全供应链解决方案,是一家以重症急救用药为专业特色的医药商业企业.公司主营产品是临床抢救不可或缺的血液制品及其他重症急救用药,公司的主要客户为大型医疗机构,专业DTP药房.",BSE
870892.BJ,杭州市路桥集团有限公司,330100000122940,翁大庆,许钦宝,许钦宝,10500.0,19930216,浙江,杭州市,公司业务立足于市政工程，主要为市政工程的施工、维修和养护，经营范围包括：房屋建筑工程施工，承接公路工程、土石方工程、房屋建筑装饰装修工程、机电设备安装工程，承包桥梁、道路工程，市政公用工程施工总承包，桥梁、道路、隧道、泵站养护、保洁、物业管理，园林绿化工程施工，市政管道疏通，城市及道路照明工程专业承包，以及桥梁道路工程专业技术咨询。,www.hzlqgroup.cn,dmb@hzluqiao.com,浙江省杭州市拱墅区半山街道北秀街701号,"许可项目:建设工程施工;城市建筑垃圾处置(清运);城市生活垃圾经营性服务;公路管理与养护;路基路面养护作业;河道疏浚施工专业作业;特种设备安装改造修理;电气安装服务;建筑劳务分包;输电、供电、受电电力设施的安装、维修和试验(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。一般项目:市政设施管理;城市绿化管理;园林绿化工程施工;土石方工程施工;工程管理服务;物业管理;城乡市容管理;建筑物清洁服务;防洪除涝设施管理;环境应急治理服务;水污染治理;交通设施维修;电气设备修理;建筑工程机械与设备租赁;非金属矿物制品制造;非金属矿及制品销售;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;软件开发;物联网应用服务;物联网设备销售;机械设备租赁;船舶租赁;租赁服务(不含许可类租赁服务);特种设备出租;建筑材料销售;金属材料销售;砼结构构件销售;建筑废弃物再生技术研发;房屋拆迁服务;普通机械设备安装服务;网络技术服务;停车场服务;农村生活垃圾经营性服务(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。",1281,市政工程养护、市政工程施工,BSE
920110.BJ,珠海雷特科技股份有限公司,440400000025730,雷建文,雷建文,王华荣,3900.0,20030925,广东,珠海市,公司主要从事LED控制器的研发、生产和销售。包括LED智能照明解决方案的设计、控制技术的研究开发、嵌入式软件的设计开发等。公司主要产品为LED控制器，LED控制器为LED智能照明系统软硬件的中枢，包括LED驱动、控制器、网关及各类接口等组件。产品用于实现对室内外LED智能照明设备的启动、强弱调节、色彩调节、定时控制、场景设置等功能。公司产品主要销往欧美国家。公司已在2010年取得SGS公司颁发的ISO9001:2008质量管理体系认证，同时每个系列产品都通过了CE、FCC、RoHS标准检测，达到欧盟标准。,www.ltech.cn,stock@ltech.cn;lt@ltech.cn,广东省珠海市香洲区水岸一路183号1栋,"一般项目:数字家庭产品制造;智能家庭消费设备制造;智能家庭消费设备销售;物联网设备制造;物联网设备销售;数字视频监控系统制造;数字视频监控系统销售;配电开关控制设备研发;配电开关控制设备制造;配电开关控制设备销售;机械设备研发;电子产品销售;家用电器研发;家用电器制造;家用电器销售;照明器具制造;照明器具销售;五金产品研发;五金产品制造;五金产品批发;电子元器件制造;变压器,整流器和电感器制造;电工器材制造;电工器材销售;计算机软硬件及外围设备制造;计算机软硬件及辅助设备批发;软件开发;信息系统集成服务;国内贸易代理;货物进出口;技术进出口.(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)",298,"智能电源,LED控制器产品的研发,生产及销售",BSE
836027.BJ,浙江金晟环保股份有限公司,,张平,张明,,9300.0,20080819,浙江,台州市,公司是生产可降解环保型纸浆模塑餐具和进出口业务的极具发展潜力的民营企业。公司投资1500万元，目前年产餐具6000万只，正在开发生产线二期工程，竣工后，年产能力将达到15000万件，产品符合GB／T18006.1—1996标准，通过国际FDA检验，产品全部出口，主要是美国、西欧等国家。,www.papertableware.com.cn,jinshenghb@163.com,浙江省台州市仙居县安洲街道艺城二路28号,一般项目：草及相关制品制造；生物基材料制造；生物基材料销售；新材料技术推广服务；货物进出口(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：卫生用品和一次性使用医疗用品生产；食品用纸包装、容器制品生产；食品用塑料包装容器工具制品生产(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。(分支机构经营场所设在：仙居县经济开发区新启路17号)。,1213,"一般项目:草及相关制品制造;生物基材料制造;生物基材料销售;新材料技术推广服务;货物进出口.许可项目:卫生用品和一次性使用医疗用品生产;食品用纸包装,容器制品生产;食品用塑料包装容器工具制品生产.",BSE
920167.BJ,同享(苏州)电子材料科技股份有限公司,320584400017168,陆利斌,陆利斌,蒋茜,10970.6125,20101110,江苏,苏州市,公司专注于高性能光伏焊带的研发、生产、销售，主要产品包括互连焊带和汇流焊带。公司拥有多年光伏产业辅料从业经历，主要为大型光伏行业电池组件厂商提供焊带原料。公司借助各种渠道与行业内多家公司建立联系，成为合格供应商，并积极参加境内外展会吸引潜在客户，进而取得订单。在综合考虑原材料价格及加工制造成本、损耗率及合理利润率基础上制定产品价格。依托自主研发、自主生产作为支撑，公司通过主动营销的方式向客户提供产品从而获取利润及现金流。,www.tonyshare.com,tonyshare839167@163.com,江苏省苏州市吴江经济技术开发区龙桥路579号,"电子专用材料(超微细导线、单晶铜丝、键合铜丝、合金铜丝、超微细同轴线)的研发与制造，记忆合金材料(铜基及铁基记忆合金材料)、超薄铜带的生产，本公司自产产品的销售,光伏设备及元器件制造、光伏设备及元器件销售、其他未列明金属制品制造。(依法须经批准的项目，经相关部门批准后方可开展经营活动)",333,光伏焊带,BSE
874380.BJ,无锡卓海科技股份有限公司,320213000109631,相宇阳,相宇阳,,7168.6725,20090603,江苏,无锡市,公司是一家专注于半导体前道量检测设备领域的国家级专精特新“小巨人”企业。作为专业的前道量检测设备供应商，公司为芯片制造产业链提供规模化、多品类的前道量检测设备及全方位技术支持服务，目前产品以前道量检测修复设备为主，同时也致力于前道量检测设备及核心组件的自主研发和芯片产线运维工作。公司在前道量检测设备领域深耕十余年，已形成最高可达 12 英寸、14nm 制程的修复工艺平台，为芯片的安全稳定生产提供了有效保障。同时，公司持续进行核心组件的研发和供应链的培育，已形成高重频脉冲激光器、高压电源装置、精密传输系统等突破成果，不断提高技术水平，降低行业被“以小制大”的风险。公司产品及服务得到了半导体行业知名客户的广泛认可，终端客户覆盖国内主流芯片产线客户，具备成熟的商业化能力和较强的市场影响力。,www.zhuohai.net,aoq@zhuohai.net,江苏省无锡市新吴区珠江路97号,许可项目：货物进出口；技术进出口(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；半导体器件专用设备制造；半导体器件专用设备销售；电子测量仪器制造；电子测量仪器销售；电力电子元器件销售；电子专用材料销售；机械零件、零部件销售；仪器仪表修理(除依法须经批准的项目外，凭营业执照依法自主开展经营活动),180,"半导体前道量检测设备的研发,生产,修复,以及核心组件及零部件的设计及销售,芯片产线的运维等服务.",BSE
920685.BJ,宁波新芝生物科技股份有限公司,330200000017695,周芳,张思远,曾丽娟,9151.5941,20011121,浙江,宁波市,公司是一家服务于工业、农业、环保、教育、医院、科研、药业等领域超声波装备及相关科学仪器的国家高新技术企业。新芝多次被评为“行业十大品牌”，承担国家科技部、发改委国家高新技术项目，目前正承担国家卫生部、科技部重大专项。有相关领域的研究员、高级工程师数名，具有先进、完善的研发条件和生产流水线。已经通过ISO9001：2008国际质量管理体系认证、ISO13485-2003医疗器械质量管理体系认证，取得了多项CE认证、医疗器械生产许可证及医疗器械注册证。新芝人本着“精细就是生命”的理念，围绕“一个中心，两个基本点”，以市场为中心，以质量和服务为基本点。在全国各大城市均设有办事处和售后服务中心，受到用户一致好评。为鼓励科研人员多出成果，凡使用新芝产品并有文章发表在国内核心期刊中我公司给予奖励。,www.scientz.com,dmb@scientz.com,浙江省宁波市科技园区木槿路65号,第一类医疗器械、实验分析仪器、工业自动化控制系统装置、机电产品的研发、生产；保健食品的开发、研究；流体管道超声波阻、除垢装置的研发、生产、销售；超声波油水分离装置的研发、生产、销售；服装、服饰、工艺品的制造、加工、批发、零售；自营和代理货物和技术的进出口，但国家限定经营或禁止进出口的货物及技术除外,360,"生命科学仪器的研发,生产与销售",BSE
833640.BJ,广州市中崎商业机器股份有限公司,440108000018872,刘礼强,刘礼强,,5038.8,20030512,广东,广州市,公司成立于2003年，公司主营业务为商用POS系统的软硬件一体化设计、研发、生产、销售及服务。公司始终专注于商业机器领域，坚持软硬件一体化的研发方向，技术处于国内领先地位。自成立以来公司一直重视品牌建设。公司的产品被广泛用于商城、超市、便利店、专卖店、餐饮、金融保险、通讯、快递物流、工业设备及税控等领域。公司通过了ISO9001：2008国际质量管理体系和ISO14001环境管理体系认证企业。,www.zonerich.com,hxs@zonerich.com,广东省广州市黄埔区萝岗区云骏路17号自编五栋,计算机零部件制造；计算机外围设备制造；计算机应用电子设备制造；电子产品零售；电子产品批发；软件开发；软件批发；软件零售；技术进出口；商品批发贸易(许可审批类商品除外)；商品零售贸易(许可审批类商品除外)；货物进出口(专营专控商品除外)；自有房地产经营活动；房屋租赁；计算器及货币专用设备制造；银行POS机销售；银行POS机维护；银行POS机租赁；光电子器件及其他电子器件制造；计算机信息安全设备制造；通讯设备及配套设备批发；集成电路制造；信息技术咨询服务；信息系统集成服务；物联网技术研究开发；工业自动控制系统装置制造；非许可类医疗器械经营；衡器制造；医疗、外科及兽医用器械制造；医用电子仪器设备的生产(具体生产范围以《医疗器械生产企业许可证》为准)；许可类医疗器械经营。,241,"公司的主要产品为商业智能终端和政务智能终端,其中商业智能终端产品主要为客户提供智慧收银,智能称重和体彩终端等解决方案,广泛应用于餐厅,商场,超市,便利店,农贸市场等零售领域;政务智能终端主要为客户提供智慧政务和移动执法解决方案,可应用于警务问询,移动办案,便民服务等场景,其中证卡双面扫描仪还广泛应用于金融领域.",BSE
874200.BJ,沈阳广泰真空科技股份有限公司,210112000044723,刘顺钢,王喜,,6734.25,20130529,辽宁,沈阳市,公司是一家专注于真空装备的研发、制造和销售，并具有从设备自主设计到制造交付一体化能力的高新技术企业，公司致力于功能材料领域，尤其是稀土永磁行业，主要产品包括真空烧结炉、真空熔炼炉、真空镀膜机等真空设备，下游应用广泛，包括稀土永磁行业、储氢材料加工行业、光伏领域、机械电子加工行业、金属加工行业等。近年来，稀土永磁行业为公司收入占比最高的下游行业。公司主要客户包括中科三环、金力股份、韵升股份、北方稀土、宁波复能等行业内知名稀土永磁材料生产企业。公司曾获得“辽宁省企业技术中心”“辽宁省真空装备工程技术研究中心”“辽宁信用联盟副理事长单位”“辽宁省首台套认定”“国家级专精特新‘小巨人’企业”“2023年省级科技创新平台(省专业技术创新中心)”“辽宁省制造业单项冠军企业”等荣誉。,www.sygtvac.com,sygtvac@sygtvac.com,辽宁省沈阳市浑南区沈抚示范区同城路599号,"真空设备的生产；真空成套设备研发,自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)",264,公司是一家专注于真空装备的研发、制造和销售，并具有从设备自主设计到制造交付一体化能力的高新技术企业，公司致力于功能材料领域，尤其是稀土永磁行业，主要产品包括真空烧结炉、真空熔炼炉、真空镀膜机等真空设备。,BSE
831275.BJ,北京睿泽恒镒科技股份公司,110114009876950,高绪坤,高绪坤,谢福祥,12133.3332,20060824,北京,北京市,公司主营业务为棘轮式钢丝绳紧固器、杠杆式链条紧固器等铁路运输装载安全器材的生产与销售，以及铁路运输集装托架的运营服务。公司始终致力于提升铁路货运装载加固技术水平，不断创新产品，提升行业现代化水平。公司自主研发的集装托架目前已形成覆盖全国的拥有30余个网点的运营网络。公司注重研发投入，现拥有1项发明专利，41项实用新型专利以及8项外观专利。,www.ry-le.cn,xiefuxiang@ry-le.cn,北京市朝阳区光华路1号光华大厦4层,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；软件开发；信息系统集成服务；金属制品销售；机械设备销售；塑料制品销售；包装材料及制品销售；电子产品销售；通讯设备销售；计算机软硬件及辅助设备批发；企业管理咨询；普通货物仓储服务(不含危险化学品等需许可审批的项目)；机械设备租赁；包装服务；技术进出口；货物进出口；进出口代理；铁路运输辅助活动；装卸搬运；劳务服务(不含劳务派遣)；铁路运输基础设备销售；专用设备修理；产业用纺织制成品制造；产业用纺织制成品销售；金属矿石销售。(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)许可项目：道路货物运输(不含危险货物)；食品销售。(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准)(不得从事国家和本市产业政策禁止和限制类项目的经营活动。),141,卷钢等产品的智能铁路循环运输装载安全技术服务，紧固器等装载安全技术产品的生产及销售。,BSE
